age_group,symptom date,cases,deaths,cases_cum,death_cum,moving_avg_cases,moving_avg_deaths
01-04 years,5/25/2021,12,0,12308,1,7.142857143,0
01-04 years,5/26/2021,9,0,12317,1,8,0
01-04 years,5/27/2021,7,0,12324,1,7.714285714,0
01-04 years,5/28/2021,6,0,12330,1,7.285714286,0
01-04 years,5/29/2021,3,0,12333,1,7,0
01-04 years,5/30/2021,3,0,12336,1,7,0
01-04 years,5/31/2021,3,0,12339,1,6.142857143,0
01-04 years,6/1/2021,10,0,12349,1,5.857142857,0
01-04 years,6/2/2021,5,0,12354,1,5.285714286,0
01-04 years,6/3/2021,9,0,12363,1,5.571428571,0
01-04 years,6/4/2021,6,0,12369,1,5.571428571,0
01-04 years,6/5/2021,1,0,12370,1,5.285714286,0
01-04 years,6/6/2021,2,0,12372,1,5.142857143,0
01-04 years,6/7/2021,2,0,12374,1,5,0
01-04 years,6/8/2021,5,0,12379,1,4.285714286,0
01-04 years,6/9/2021,3,0,12382,1,4,0
01-04 years,6/10/2021,3,0,12385,1,3.142857143,0
01-04 years,6/11/2021,3,0,12388,1,2.714285714,0
01-04 years,6/12/2021,4,0,12392,1,3.142857143,0
01-04 years,6/13/2021,2,0,12394,1,3.142857143,0
01-04 years,6/14/2021,6,0,12400,1,3.714285714,0
01-04 years,6/15/2021,1,0,12401,1,3.142857143,0
01-04 years,6/16/2021,3,0,12404,1,3.142857143,0
01-04 years,6/17/2021,2,0,12406,1,3,0
01-04 years,6/18/2021,5,0,12411,1,3.285714286,0
01-04 years,6/19/2021,1,0,12412,1,2.857142857,0
01-04 years,6/20/2021,3,0,12415,1,3,0
01-04 years,6/21/2021,3,0,12418,1,2.571428571,0
01-04 years,6/22/2021,0,0,12418,1,2.428571429,0
01-04 years,6/23/2021,6,0,12424,1,2.857142857,0
01-04 years,6/24/2021,1,0,12425,1,2.714285714,0
01-04 years,6/25/2021,7,0,12432,1,3,0
01-04 years,6/26/2021,3,0,12435,1,3.285714286,0
01-04 years,6/27/2021,3,0,12438,1,3.285714286,0
01-04 years,6/28/2021,7,0,12445,1,3.857142857,0
01-04 years,6/29/2021,5,0,12450,1,4.571428571,0
01-04 years,6/30/2021,7,0,12457,1,4.714285714,0
01-04 years,7/1/2021,7,0,12464,1,5.571428571,0
01-04 years,7/2/2021,6,0,12470,1,5.428571429,0
01-04 years,7/3/2021,4,0,12474,1,5.571428571,0
01-04 years,7/4/2021,5,0,12479,1,5.857142857,0
01-04 years,7/5/2021,6,0,12485,1,5.714285714,0
01-04 years,7/6/2021,6,0,12491,1,5.857142857,0
01-04 years,7/7/2021,12,0,12503,1,6.571428571,0
01-04 years,7/8/2021,6,0,12509,1,6.428571429,0
01-04 years,7/9/2021,16,0,12525,1,7.857142857,0
01-04 years,7/10/2021,12,0,12537,1,9,0
01-04 years,7/11/2021,10,0,12547,1,9.714285714,0
01-04 years,7/12/2021,16,0,12563,1,11.14285714,0
01-04 years,7/13/2021,15,0,12578,1,12.42857143,0
01-04 years,7/14/2021,10,0,12588,1,12.14285714,0
01-04 years,7/15/2021,18,0,12606,1,13.85714286,0
01-04 years,7/16/2021,23,0,12629,1,14.85714286,0
01-04 years,7/17/2021,18,0,12647,1,15.71428571,0
01-04 years,7/18/2021,22,0,12669,1,17.42857143,0
01-04 years,7/19/2021,37,0,12706,1,20.42857143,0
01-04 years,7/20/2021,36,0,12742,1,23.42857143,0
01-04 years,7/21/2021,35,0,12777,1,27,0
01-04 years,7/22/2021,26,0,12803,1,28.14285714,0
01-04 years,7/23/2021,45,0,12848,1,31.28571429,0
01-04 years,7/24/2021,47,0,12895,1,35.42857143,0
01-04 years,7/25/2021,45,0,12940,1,38.71428571,0
01-04 years,7/26/2021,78,0,13018,1,44.57142857,0
01-04 years,7/27/2021,86,0,13104,1,51.71428571,0
01-04 years,7/28/2021,81,0,13185,1,58.28571429,0
01-04 years,7/29/2021,84,0,13269,1,66.57142857,0
01-04 years,7/30/2021,116,0,13385,1,76.71428571,0
01-04 years,7/31/2021,75,0,13460,1,80.71428571,0
01-04 years,8/1/2021,60,0,13520,1,82.85714286,0
01-04 years,8/2/2021,140,0,13660,1,91.71428571,0
01-04 years,8/3/2021,140,0,13800,1,99.42857143,0
01-04 years,8/4/2021,128,0,13928,1,106.1428571,0
01-04 years,8/5/2021,117,0,14045,1,110.8571429,0
01-04 years,8/6/2021,144,0,14189,1,114.8571429,0
01-04 years,8/7/2021,91,0,14280,1,117.1428571,0
01-04 years,8/8/2021,90,0,14370,1,121.4285714,0
01-04 years,8/9/2021,232,0,14602,1,134.5714286,0
01-04 years,8/10/2021,188,0,14790,1,141.4285714,0
01-04 years,8/11/2021,173,0,14963,1,147.8571429,0
01-04 years,8/12/2021,207,0,15170,1,160.7142857,0
01-04 years,8/13/2021,233,0,15403,1,173.4285714,0
01-04 years,8/14/2021,113,0,15516,1,176.5714286,0
01-04 years,8/15/2021,95,0,15611,1,177.2857143,0
01-04 years,8/16/2021,280,0,15891,1,184.1428571,0
01-04 years,8/17/2021,242,0,16133,1,191.8571429,0
01-04 years,8/18/2021,279,0,16412,1,207,0
01-04 years,8/19/2021,275,0,16687,1,216.7142857,0
01-04 years,8/20/2021,269,0,16956,1,221.8571429,0
01-04 years,8/21/2021,151,0,17107,1,227.2857143,0
01-04 years,8/22/2021,107,0,17214,1,229,0
01-04 years,8/23/2021,271,0,17485,1,227.7142857,0
01-04 years,8/24/2021,274,0,17759,1,232.2857143,0
01-04 years,8/25/2021,230,0,17989,1,225.2857143,0
01-04 years,8/26/2021,201,0,18190,1,214.7142857,0
01-04 years,8/27/2021,207,0,18397,1,205.8571429,0
01-04 years,8/28/2021,118,0,18515,1,201.1428571,0
01-04 years,8/29/2021,101,0,18616,1,200.2857143,0
01-04 years,8/30/2021,217,0,18833,1,192.5714286,0
01-04 years,8/31/2021,166,0,18999,1,177.1428571,0
01-04 years,9/1/2021,184,1,19183,2,170.5714286,0.142857143
01-04 years,9/2/2021,155,0,19338,2,164,0.142857143
01-04 years,9/3/2021,159,0,19497,2,157.1428571,0.142857143
01-04 years,9/4/2021,94,0,19591,2,153.7142857,0.142857143
01-04 years,9/5/2021,57,0,19648,2,147.4285714,0.142857143
01-04 years,9/6/2021,64,0,19712,2,125.5714286,0.142857143
01-04 years,9/7/2021,182,0,19894,2,127.8571429,0.142857143
01-04 years,9/8/2021,145,0,20039,2,122.2857143,0
01-04 years,9/9/2021,129,0,20168,2,118.5714286,0
01-04 years,9/10/2021,141,0,20309,2,116,0
01-04 years,9/11/2021,72,0,20381,2,112.8571429,0
01-04 years,9/12/2021,57,0,20438,2,112.8571429,0
01-04 years,9/13/2021,154,0,20592,2,125.7142857,0
01-04 years,9/14/2021,114,0,20706,2,116,0
01-04 years,9/15/2021,92,0,20798,2,108.4285714,0
01-04 years,9/16/2021,90,0,20888,2,102.8571429,0
01-04 years,9/17/2021,82,0,20970,2,94.42857143,0
01-04 years,9/18/2021,44,0,21014,2,90.42857143,0
01-04 years,9/19/2021,35,0,21049,2,87.28571429,0
01-04 years,9/20/2021,90,0,21139,2,78.14285714,0
01-04 years,9/21/2021,51,0,21190,2,69.14285714,0
01-04 years,9/22/2021,25,0,21215,2,59.57142857,0
01-04 years,9/23/2021,3,0,21218,2,47.14285714,0
01-04 years,9/24/2021,0,0,21218,2,35.42857143,0
05-09 years,2/1/2020,0,0,0,0,0,0
05-09 years,2/2/2020,0,0,0,0,0,0
05-09 years,2/3/2020,0,0,0,0,0,0
05-09 years,2/4/2020,1,0,1,0,0,0
05-09 years,2/5/2020,0,0,1,0,0,0
05-09 years,2/6/2020,0,0,1,0,0,0
05-09 years,2/7/2020,0,0,1,0,0.142857143,0
05-09 years,2/8/2020,0,0,1,0,0.142857143,0
05-09 years,2/9/2020,0,0,1,0,0.142857143,0
05-09 years,2/10/2020,0,0,1,0,0.142857143,0
05-09 years,2/11/2020,0,0,1,0,0,0
05-09 years,2/12/2020,0,0,1,0,0,0
05-09 years,2/13/2020,0,0,1,0,0,0
05-09 years,2/14/2020,0,0,1,0,0,0
05-09 years,2/15/2020,0,0,1,0,0,0
05-09 years,2/16/2020,0,0,1,0,0,0
05-09 years,2/17/2020,0,0,1,0,0,0
05-09 years,2/18/2020,0,0,1,0,0,0
05-09 years,2/19/2020,0,0,1,0,0,0
05-09 years,2/20/2020,0,0,1,0,0,0
05-09 years,2/21/2020,0,0,1,0,0,0
05-09 years,2/22/2020,0,0,1,0,0,0
05-09 years,2/23/2020,0,0,1,0,0,0
05-09 years,2/24/2020,0,0,1,0,0,0
05-09 years,2/25/2020,0,0,1,0,0,0
05-09 years,2/26/2020,0,0,1,0,0,0
05-09 years,2/27/2020,0,0,1,0,0,0
05-09 years,2/28/2020,1,0,2,0,0.142857143,0
05-09 years,2/29/2020,0,0,2,0,0.142857143,0
05-09 years,3/1/2020,0,0,2,0,0.142857143,0
05-09 years,3/2/2020,0,0,2,0,0.142857143,0
05-09 years,3/3/2020,0,0,2,0,0.142857143,0
05-09 years,3/4/2020,0,0,2,0,0.142857143,0
05-09 years,3/5/2020,0,0,2,0,0.142857143,0
05-09 years,3/6/2020,0,0,2,0,0,0
05-09 years,3/7/2020,0,0,2,0,0,0
05-09 years,3/8/2020,0,0,2,0,0,0
05-09 years,3/9/2020,0,0,2,0,0,0
05-09 years,3/10/2020,0,0,2,0,0,0
05-09 years,3/11/2020,2,0,4,0,0.285714286,0
05-09 years,3/12/2020,0,0,4,0,0.285714286,0
05-09 years,3/13/2020,2,0,6,0,0.571428571,0
05-09 years,3/14/2020,0,0,6,0,0.571428571,0
05-09 years,3/15/2020,0,0,6,0,0.571428571,0
05-09 years,3/16/2020,1,0,7,0,0.714285714,0
05-09 years,3/17/2020,1,0,8,0,0.857142857,0
05-09 years,3/18/2020,2,0,10,0,0.857142857,0
05-09 years,3/19/2020,0,0,10,0,0.857142857,0
05-09 years,3/20/2020,0,0,10,0,0.571428571,0
05-09 years,3/21/2020,4,0,14,0,1.142857143,0
05-09 years,3/22/2020,0,0,14,0,1.142857143,0
05-09 years,3/23/2020,1,0,15,0,1.142857143,0
05-09 years,3/24/2020,0,0,15,0,1,0
05-09 years,3/25/2020,2,0,17,0,1,0
05-09 years,3/26/2020,1,0,18,0,1.142857143,0
05-09 years,3/27/2020,1,0,19,0,1.285714286,0
05-09 years,3/28/2020,0,0,19,0,0.714285714,0
05-09 years,3/29/2020,2,0,21,0,1,0
05-09 years,3/30/2020,0,0,21,0,0.857142857,0
05-09 years,3/31/2020,1,0,22,0,1,0
05-09 years,4/1/2020,4,0,26,0,1.285714286,0
05-09 years,4/2/2020,2,0,28,0,1.428571429,0
05-09 years,4/3/2020,2,0,30,0,1.571428571,0
05-09 years,4/4/2020,0,0,30,0,1.571428571,0
05-09 years,4/5/2020,1,0,31,0,1.428571429,0
05-09 years,4/6/2020,2,0,33,0,1.714285714,0
05-09 years,4/7/2020,1,0,34,0,1.714285714,0
05-09 years,4/8/2020,1,0,35,0,1.285714286,0
05-09 years,4/9/2020,2,0,37,0,1.285714286,0
05-09 years,4/10/2020,6,0,43,0,1.857142857,0
05-09 years,4/11/2020,0,0,43,0,1.857142857,0
05-09 years,4/12/2020,0,0,43,0,1.714285714,0
05-09 years,4/13/2020,1,0,44,0,1.571428571,0
05-09 years,4/14/2020,0,0,44,0,1.428571429,0
05-09 years,4/15/2020,2,0,46,0,1.571428571,0
05-09 years,4/16/2020,4,0,50,0,1.857142857,0
05-09 years,4/17/2020,2,0,52,0,1.285714286,0
05-09 years,4/18/2020,1,0,53,0,1.428571429,0
05-09 years,4/19/2020,4,0,57,0,2,0
05-09 years,4/20/2020,6,0,63,0,2.714285714,0
05-09 years,4/21/2020,6,0,69,0,3.571428571,0
05-09 years,4/22/2020,3,0,72,0,3.714285714,0
05-09 years,4/23/2020,2,0,74,0,3.428571429,0
05-09 years,4/24/2020,13,0,87,0,5,0
05-09 years,4/25/2020,6,0,93,0,5.714285714,0
05-09 years,4/26/2020,4,0,97,0,5.714285714,0
05-09 years,4/27/2020,8,0,105,0,6,0
05-09 years,4/28/2020,13,0,118,0,7,0
05-09 years,4/29/2020,9,0,127,0,7.857142857,0
05-09 years,4/30/2020,7,0,134,0,8.571428571,0
05-09 years,5/1/2020,10,0,144,0,8.142857143,0
05-09 years,5/2/2020,3,0,147,0,7.714285714,0
05-09 years,5/3/2020,1,0,148,0,7.285714286,0
05-09 years,5/4/2020,2,0,150,0,6.428571429,0
05-09 years,5/5/2020,3,0,153,0,5,0
05-09 years,5/6/2020,4,0,157,0,4.285714286,0
05-09 years,5/7/2020,5,0,162,0,4,0
05-09 years,5/8/2020,8,0,170,0,3.714285714,0
05-09 years,5/9/2020,3,0,173,0,3.714285714,0
05-09 years,5/10/2020,1,0,174,0,3.714285714,0
05-09 years,5/11/2020,11,0,185,0,5,0
05-09 years,5/12/2020,9,0,194,0,5.857142857,0
05-09 years,5/13/2020,8,0,202,0,6.428571429,0
05-09 years,5/14/2020,13,0,215,0,7.571428571,0
05-09 years,5/15/2020,12,0,227,0,8.142857143,0
05-09 years,5/16/2020,10,0,237,0,9.142857143,0
05-09 years,5/17/2020,4,0,241,0,9.571428571,0
05-09 years,5/18/2020,6,0,247,0,8.857142857,0
05-09 years,5/19/2020,8,0,255,0,8.714285714,0
05-09 years,5/20/2020,11,0,266,0,9.142857143,0
05-09 years,5/21/2020,6,0,272,0,8.142857143,0
05-09 years,5/22/2020,19,0,291,0,9.142857143,0
05-09 years,5/23/2020,11,0,302,0,9.285714286,0
05-09 years,5/24/2020,6,0,308,0,9.571428571,0
05-09 years,5/25/2020,6,0,314,0,9.571428571,0
05-09 years,5/26/2020,19,0,333,0,11.14285714,0
05-09 years,5/27/2020,18,0,351,0,12.14285714,0
05-09 years,5/28/2020,12,0,363,0,13,0
05-09 years,5/29/2020,13,0,376,0,12.14285714,0
05-09 years,5/30/2020,10,0,386,0,12,0
05-09 years,5/31/2020,3,0,389,0,11.57142857,0
05-09 years,6/1/2020,22,0,411,0,13.85714286,0
05-09 years,6/2/2020,25,0,436,0,14.71428571,0
05-09 years,6/3/2020,16,0,452,0,14.42857143,0
05-09 years,6/4/2020,16,0,468,0,15,0
05-09 years,6/5/2020,14,0,482,0,15.14285714,0
05-09 years,6/6/2020,5,0,487,0,14.42857143,0
05-09 years,6/7/2020,3,0,490,0,14.42857143,0
05-09 years,6/8/2020,18,0,508,0,13.85714286,0
05-09 years,6/9/2020,24,0,532,0,13.71428571,0
05-09 years,6/10/2020,20,0,552,0,14.28571429,0
05-09 years,6/11/2020,23,0,575,0,15.28571429,0
05-09 years,6/12/2020,22,0,597,0,16.42857143,0
05-09 years,6/13/2020,7,0,604,0,16.71428571,0
05-09 years,6/14/2020,8,0,612,0,17.42857143,0
05-09 years,6/15/2020,41,0,653,0,20.71428571,0
05-09 years,6/16/2020,27,0,680,0,21.14285714,0
05-09 years,6/17/2020,31,0,711,0,22.71428571,0
05-09 years,6/18/2020,30,0,741,0,23.71428571,0
05-09 years,6/19/2020,45,0,786,0,27,0
05-09 years,6/20/2020,27,0,813,0,29.85714286,0
05-09 years,6/21/2020,11,0,824,0,30.28571429,0
05-09 years,6/22/2020,47,0,871,0,31.14285714,0
05-09 years,6/23/2020,55,0,926,0,35.14285714,0
05-09 years,6/24/2020,51,0,977,0,38,0
05-09 years,6/25/2020,55,0,1032,0,41.57142857,0
05-09 years,6/26/2020,67,0,1099,0,44.71428571,0
05-09 years,6/27/2020,35,0,1134,0,45.85714286,0
05-09 years,6/28/2020,36,0,1170,0,49.42857143,0
05-09 years,6/29/2020,62,0,1232,0,51.57142857,0
05-09 years,6/30/2020,77,0,1309,0,54.71428571,0
05-09 years,7/1/2020,88,0,1397,0,60,0
05-09 years,7/2/2020,83,0,1480,0,64,0
05-09 years,7/3/2020,46,0,1526,0,61,0
05-09 years,7/4/2020,25,0,1551,0,59.57142857,0
05-09 years,7/5/2020,24,0,1575,0,57.85714286,0
05-09 years,7/6/2020,102,0,1677,0,63.57142857,0
05-09 years,7/7/2020,103,0,1780,0,67.28571429,0
05-09 years,7/8/2020,78,0,1858,0,65.85714286,0
05-09 years,7/9/2020,91,0,1949,0,67,0
05-09 years,7/10/2020,78,0,2027,0,71.57142857,0
05-09 years,7/11/2020,51,0,2078,0,75.28571429,0
05-09 years,7/12/2020,31,0,2109,0,76.28571429,0
05-09 years,7/13/2020,91,0,2200,0,74.71428571,0
05-09 years,7/14/2020,87,0,2287,0,72.42857143,0
05-09 years,7/15/2020,74,0,2361,0,71.85714286,0
05-09 years,7/16/2020,82,0,2443,0,70.57142857,0
05-09 years,7/17/2020,80,0,2523,0,70.85714286,0
05-09 years,7/18/2020,46,0,2569,0,70.14285714,0
05-09 years,7/19/2020,26,0,2595,0,69.42857143,0
05-09 years,7/20/2020,92,0,2687,0,69.57142857,0
05-09 years,7/21/2020,76,0,2763,0,68,0
05-09 years,7/22/2020,67,0,2830,0,67,0
05-09 years,7/23/2020,68,0,2898,0,65,0
05-09 years,7/24/2020,64,0,2962,0,62.71428571,0
05-09 years,7/25/2020,37,0,2999,0,61.42857143,0
05-09 years,7/26/2020,16,0,3015,0,60,0
05-09 years,7/27/2020,66,0,3081,0,56.28571429,0
05-09 years,7/28/2020,67,0,3148,0,55,0
05-09 years,7/29/2020,58,0,3206,0,53.71428571,0
05-09 years,7/30/2020,69,0,3275,0,53.85714286,0
05-09 years,7/31/2020,60,0,3335,0,53.28571429,0
05-09 years,8/1/2020,46,0,3381,0,54.57142857,0
05-09 years,8/2/2020,15,0,3396,0,54.42857143,0
05-09 years,8/3/2020,72,0,3468,0,55.28571429,0
05-09 years,8/4/2020,73,0,3541,0,56.14285714,0
05-09 years,8/5/2020,63,0,3604,0,56.85714286,0
05-09 years,8/6/2020,60,1,3664,1,55.57142857,0.142857143
05-09 years,8/7/2020,51,0,3715,1,54.28571429,0.142857143
05-09 years,8/8/2020,41,0,3756,1,53.57142857,0.142857143
05-09 years,8/9/2020,31,0,3787,1,55.85714286,0.142857143
05-09 years,8/10/2020,85,0,3872,1,57.71428571,0.142857143
05-09 years,8/11/2020,60,0,3932,1,55.85714286,0.142857143
05-09 years,8/12/2020,66,0,3998,1,56.28571429,0.142857143
05-09 years,8/13/2020,58,0,4056,1,56,0
05-09 years,8/14/2020,45,0,4101,1,55.14285714,0
05-09 years,8/15/2020,36,0,4137,1,54.42857143,0
05-09 years,8/16/2020,23,0,4160,1,53.28571429,0
05-09 years,8/17/2020,52,0,4212,1,48.57142857,0
05-09 years,8/18/2020,53,0,4265,1,47.57142857,0
05-09 years,8/19/2020,49,0,4314,1,45.14285714,0
05-09 years,8/20/2020,44,0,4358,1,43.14285714,0
05-09 years,8/21/2020,39,0,4397,1,42.28571429,0
05-09 years,8/22/2020,23,0,4420,1,40.42857143,0
05-09 years,8/23/2020,26,0,4446,1,40.85714286,0
05-09 years,8/24/2020,63,0,4509,1,42.42857143,0
05-09 years,8/25/2020,37,0,4546,1,40.14285714,0
05-09 years,8/26/2020,41,0,4587,1,39,0
05-09 years,8/27/2020,35,0,4622,1,37.71428571,0
05-09 years,8/28/2020,33,0,4655,1,36.85714286,0
05-09 years,8/29/2020,17,0,4672,1,36,0
05-09 years,8/30/2020,9,0,4681,1,33.57142857,0
05-09 years,8/31/2020,36,0,4717,1,29.71428571,0
05-09 years,9/1/2020,34,0,4751,1,29.28571429,0
05-09 years,9/2/2020,27,0,4778,1,27.28571429,0
05-09 years,9/3/2020,37,0,4815,1,27.57142857,0
05-09 years,9/4/2020,33,0,4848,1,27.57142857,0
05-09 years,9/5/2020,13,0,4861,1,27,0
05-09 years,9/6/2020,12,0,4873,1,27.42857143,0
05-09 years,9/7/2020,21,0,4894,1,25.28571429,0
05-09 years,9/8/2020,33,0,4927,1,25.14285714,0
05-09 years,9/9/2020,30,0,4957,1,25.57142857,0
05-09 years,9/10/2020,33,0,4990,1,25,0
05-09 years,9/11/2020,41,0,5031,1,26.14285714,0
05-09 years,9/12/2020,14,0,5045,1,26.28571429,0
05-09 years,9/13/2020,13,0,5058,1,26.42857143,0
05-09 years,9/14/2020,32,0,5090,1,28,0
05-09 years,9/15/2020,27,0,5117,1,27.14285714,0
05-09 years,9/16/2020,33,0,5150,1,27.57142857,0
05-09 years,9/17/2020,22,0,5172,1,26,0
05-09 years,9/18/2020,41,0,5213,1,26,0
05-09 years,9/19/2020,15,0,5228,1,26.14285714,0
05-09 years,9/20/2020,10,0,5238,1,25.71428571,0
05-09 years,9/21/2020,43,0,5281,1,27.28571429,0
05-09 years,9/22/2020,26,0,5307,1,27.14285714,0
05-09 years,9/23/2020,31,0,5338,1,26.85714286,0
05-09 years,9/24/2020,27,0,5365,1,27.57142857,0
05-09 years,9/25/2020,19,0,5384,1,24.42857143,0
05-09 years,9/26/2020,15,0,5399,1,24.42857143,0
05-09 years,9/27/2020,13,0,5412,1,24.85714286,0
05-09 years,9/28/2020,32,0,5444,1,23.28571429,0
05-09 years,9/29/2020,15,0,5459,1,21.71428571,0
05-09 years,9/30/2020,37,0,5496,1,22.57142857,0
05-09 years,10/1/2020,27,0,5523,1,22.57142857,0
05-09 years,10/2/2020,36,0,5559,1,25,0
05-09 years,10/3/2020,15,0,5574,1,25,0
05-09 years,10/4/2020,8,0,5582,1,24.28571429,0
05-09 years,10/5/2020,40,0,5622,1,25.42857143,0
05-09 years,10/6/2020,33,0,5655,1,28,0
05-09 years,10/7/2020,28,0,5683,1,26.71428571,0
05-09 years,10/8/2020,32,0,5715,1,27.42857143,0
05-09 years,10/9/2020,26,0,5741,1,26,0
05-09 years,10/10/2020,21,0,5762,1,26.85714286,0
05-09 years,10/11/2020,16,0,5778,1,28,0
05-09 years,10/12/2020,34,0,5812,1,27.14285714,0
05-09 years,10/13/2020,35,0,5847,1,27.42857143,0
05-09 years,10/14/2020,22,0,5869,1,26.57142857,0
05-09 years,10/15/2020,32,0,5901,1,26.57142857,0
05-09 years,10/16/2020,42,0,5943,1,28.85714286,0
05-09 years,10/17/2020,13,0,5956,1,27.71428571,0
05-09 years,10/18/2020,18,0,5974,1,28,0
05-09 years,10/19/2020,45,0,6019,1,29.57142857,0
05-09 years,10/20/2020,47,0,6066,1,31.28571429,0
05-09 years,10/21/2020,27,0,6093,1,32,0
05-09 years,10/22/2020,36,0,6129,1,32.57142857,0
05-09 years,10/23/2020,32,0,6161,1,31.14285714,0
05-09 years,10/24/2020,31,0,6192,1,33.71428571,0
05-09 years,10/25/2020,24,0,6216,1,34.57142857,0
05-09 years,10/26/2020,50,0,6266,1,35.28571429,0
05-09 years,10/27/2020,36,0,6302,1,33.71428571,0
05-09 years,10/28/2020,36,0,6338,1,35,0
05-09 years,10/29/2020,34,0,6372,1,34.71428571,0
05-09 years,10/30/2020,37,0,6409,1,35.42857143,0
05-09 years,10/31/2020,23,0,6432,1,34.28571429,0
05-09 years,11/1/2020,20,0,6452,1,33.71428571,0
05-09 years,11/2/2020,45,0,6497,1,33,0
05-09 years,11/3/2020,33,0,6530,1,32.57142857,0
05-09 years,11/4/2020,57,0,6587,1,35.57142857,0
05-09 years,11/5/2020,39,0,6626,1,36.28571429,0
05-09 years,11/6/2020,45,0,6671,1,37.42857143,0
05-09 years,11/7/2020,42,0,6713,1,40.14285714,0
05-09 years,11/8/2020,20,0,6733,1,40.14285714,0
05-09 years,11/9/2020,65,0,6798,1,43,0
05-09 years,11/10/2020,54,0,6852,1,46,0
05-09 years,11/11/2020,51,0,6903,1,45.14285714,0
05-09 years,11/12/2020,58,0,6961,1,47.85714286,0
05-09 years,11/13/2020,56,0,7017,1,49.42857143,0
05-09 years,11/14/2020,35,0,7052,1,48.42857143,0
05-09 years,11/15/2020,26,0,7078,1,49.28571429,0
05-09 years,11/16/2020,61,0,7139,1,48.71428571,0
05-09 years,11/17/2020,58,0,7197,1,49.28571429,0
05-09 years,11/18/2020,80,0,7277,1,53.42857143,0
05-09 years,11/19/2020,72,0,7349,1,55.42857143,0
05-09 years,11/20/2020,65,0,7414,1,56.71428571,0
05-09 years,11/21/2020,36,0,7450,1,56.85714286,0
05-09 years,11/22/2020,22,0,7472,1,56.28571429,0
05-09 years,11/23/2020,63,0,7535,1,56.57142857,0
05-09 years,11/24/2020,60,0,7595,1,56.85714286,0
05-09 years,11/25/2020,68,0,7663,1,55.14285714,0
05-09 years,11/26/2020,19,0,7682,1,47.57142857,0
05-09 years,11/27/2020,51,0,7733,1,45.57142857,0
05-09 years,11/28/2020,64,0,7797,1,49.57142857,0
05-09 years,11/29/2020,37,0,7834,1,51.71428571,0
05-09 years,11/30/2020,115,0,7949,1,59.14285714,0
05-09 years,12/1/2020,103,0,8052,1,65.28571429,0
05-09 years,12/2/2020,130,0,8182,1,74.14285714,0
05-09 years,12/3/2020,119,0,8301,1,88.42857143,0
05-09 years,12/4/2020,111,0,8412,1,97,0
05-09 years,12/5/2020,77,0,8489,1,98.85714286,0
05-09 years,12/6/2020,53,0,8542,1,101.1428571,0
05-09 years,12/7/2020,139,0,8681,1,104.5714286,0
05-09 years,12/8/2020,160,0,8841,1,112.7142857,0
05-09 years,12/9/2020,140,0,8981,1,114.1428571,0
05-09 years,12/10/2020,135,0,9116,1,116.4285714,0
05-09 years,12/11/2020,165,0,9281,1,124.1428571,0
05-09 years,12/12/2020,106,0,9387,1,128.2857143,0
05-09 years,12/13/2020,67,0,9454,1,130.2857143,0
05-09 years,12/14/2020,148,0,9602,1,131.5714286,0
05-09 years,12/15/2020,176,0,9778,1,133.8571429,0
05-09 years,12/16/2020,157,0,9935,1,136.2857143,0
05-09 years,12/17/2020,174,0,10109,1,141.8571429,0
05-09 years,12/18/2020,132,0,10241,1,137.1428571,0
05-09 years,12/19/2020,87,0,10328,1,134.4285714,0
05-09 years,12/20/2020,81,0,10409,1,136.4285714,0
05-09 years,12/21/2020,179,0,10588,1,140.8571429,0
05-09 years,12/22/2020,162,0,10750,1,138.8571429,0
05-09 years,12/23/2020,121,0,10871,1,133.7142857,0
05-09 years,12/24/2020,67,0,10938,1,118.4285714,0
05-09 years,12/25/2020,47,0,10985,1,106.2857143,0
05-09 years,12/26/2020,114,0,11099,1,110.1428571,0
05-09 years,12/27/2020,88,0,11187,1,111.1428571,0
05-09 years,12/28/2020,190,0,11377,1,112.7142857,0
05-09 years,12/29/2020,177,0,11554,1,114.8571429,0
05-09 years,12/30/2020,168,0,11722,1,121.5714286,0
05-09 years,12/31/2020,124,1,11846,2,129.7142857,0.142857143
05-09 years,1/1/2021,74,0,11920,2,133.5714286,0.142857143
05-09 years,1/2/2021,138,0,12058,2,137,0.142857143
05-09 years,1/3/2021,116,0,12174,2,141,0.142857143
05-09 years,1/4/2021,282,0,12456,2,154.1428571,0.142857143
05-09 years,1/5/2021,201,0,12657,2,157.5714286,0.142857143
05-09 years,1/6/2021,203,0,12860,2,162.5714286,0.142857143
05-09 years,1/7/2021,238,0,13098,2,178.8571429,0
05-09 years,1/8/2021,169,0,13267,2,192.4285714,0
05-09 years,1/9/2021,117,0,13384,2,189.4285714,0
05-09 years,1/10/2021,96,0,13480,2,186.5714286,0
05-09 years,1/11/2021,211,0,13691,2,176.4285714,0
05-09 years,1/12/2021,203,0,13894,2,176.7142857,0
05-09 years,1/13/2021,172,0,14066,2,172.2857143,0
05-09 years,1/14/2021,178,0,14244,2,163.7142857,0
05-09 years,1/15/2021,167,0,14411,2,163.4285714,0
05-09 years,1/16/2021,103,0,14514,2,161.4285714,0
05-09 years,1/17/2021,80,0,14594,2,159.1428571,0
05-09 years,1/18/2021,115,0,14709,2,145.4285714,0
05-09 years,1/19/2021,151,0,14860,2,138,0
05-09 years,1/20/2021,173,0,15033,2,138.1428571,0
05-09 years,1/21/2021,176,0,15209,2,137.8571429,0
